"Plot Title: 20187021"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20187021, SEN S/N: 20187021, LBL: Pruth05)","Coupler Detached (LGR S/N: 20187021, SEN S/N: 20187021)","End Of File (LGR S/N: 20187021, SEN S/N: 20187021)"
1,02/19/23 01:20:00 PM,12.606,Logged,
2,02/19/23 01:30:00 PM,13.353,,
3,02/19/23 01:40:00 PM,14.170,,
4,02/19/23 01:50:00 PM,13.040,,
5,02/19/23 02:00:00 PM,7.670,,
6,02/19/23 02:10:00 PM,7.494,,
7,02/19/23 02:20:00 PM,7.494,,
8,02/19/23 02:30:00 PM,7.494,,
9,02/19/23 02:40:00 PM,7.494,,
10,02/19/23 02:50:00 PM,7.494,,
11,02/19/23 03:00:00 PM,7.494,,
12,02/19/23 03:10:00 PM,7.494,,
13,02/19/23 03:20:00 PM,7.494,,
14,02/19/23 03:30:00 PM,7.519,,
15,02/19/23 03:40:00 PM,7.519,,
16,02/19/23 03:50:00 PM,7.519,,
17,02/19/23 04:00:00 PM,7.494,,
18,02/19/23 04:10:00 PM,7.494,,
19,02/19/23 04:20:00 PM,7.494,,
20,02/19/23 04:30:00 PM,7.494,,
21,02/19/23 04:40:00 PM,7.494,,
22,02/19/23 04:50:00 PM,7.469,,
23,02/19/23 05:00:00 PM,7.469,,
24,02/19/23 05:10:00 PM,7.469,,
25,02/19/23 05:20:00 PM,7.469,,
26,02/19/23 05:30:00 PM,7.494,,
27,02/19/23 05:40:00 PM,7.469,,
28,02/19/23 05:50:00 PM,7.494,,
29,02/19/23 06:00:00 PM,7.494,,
30,02/19/23 06:10:00 PM,7.494,,
31,02/19/23 06:20:00 PM,7.494,,
32,02/19/23 06:30:00 PM,7.494,,
33,02/19/23 06:40:00 PM,7.494,,
34,02/19/23 06:50:00 PM,7.494,,
35,02/19/23 07:00:00 PM,7.494,,
36,02/19/23 07:10:00 PM,7.494,,
37,02/19/23 07:20:00 PM,7.494,,
38,02/19/23 07:30:00 PM,7.494,,
39,02/19/23 07:40:00 PM,7.494,,
40,02/19/23 07:50:00 PM,7.494,,
41,02/19/23 08:00:00 PM,7.494,,
42,02/19/23 08:10:00 PM,7.494,,
43,02/19/23 08:20:00 PM,7.494,,
44,02/19/23 08:30:00 PM,7.494,,
45,02/19/23 08:40:00 PM,7.494,,
46,02/19/23 08:50:00 PM,7.519,,
47,02/19/23 09:00:00 PM,7.494,,
48,02/19/23 09:10:00 PM,7.494,,
