"Plot Title: 20187024"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20187024, SEN S/N: 20187024, LBL: Pruth08)","Coupler Detached (LGR S/N: 20187024, SEN S/N: 20187024)","End Of File (LGR S/N: 20187024, SEN S/N: 20187024)"
1,02/19/23 01:20:00 PM,13.040,Logged,
2,02/19/23 01:30:00 PM,14.074,,
3,02/19/23 01:40:00 PM,14.721,,
4,02/19/23 01:50:00 PM,13.040,,
5,02/19/23 02:00:00 PM,7.695,,
6,02/19/23 02:10:00 PM,7.594,,
7,02/19/23 02:20:00 PM,7.594,,
8,02/19/23 02:30:00 PM,7.594,,
9,02/19/23 02:40:00 PM,7.594,,
10,02/19/23 02:50:00 PM,7.594,,
11,02/19/23 03:00:00 PM,7.594,,
12,02/19/23 03:10:00 PM,7.594,,
13,02/19/23 03:20:00 PM,7.594,,
14,02/19/23 03:30:00 PM,7.594,,
15,02/19/23 03:40:00 PM,7.619,,
16,02/19/23 03:50:00 PM,7.619,,
17,02/19/23 04:00:00 PM,7.619,,
18,02/19/23 04:10:00 PM,7.619,,
19,02/19/23 04:20:00 PM,7.619,,
20,02/19/23 04:30:00 PM,7.619,,
21,02/19/23 04:40:00 PM,7.619,,
22,02/19/23 04:50:00 PM,7.619,,
23,02/19/23 05:00:00 PM,7.594,,
24,02/19/23 05:10:00 PM,7.594,,
25,02/19/23 05:20:00 PM,7.619,,
26,02/19/23 05:30:00 PM,7.619,,
27,02/19/23 05:40:00 PM,7.619,,
28,02/19/23 05:50:00 PM,7.619,,
29,02/19/23 06:00:00 PM,7.619,,
30,02/19/23 06:10:00 PM,7.619,,
31,02/19/23 06:20:00 PM,7.619,,
32,02/19/23 06:30:00 PM,7.619,,
33,02/19/23 06:40:00 PM,7.619,,
34,02/19/23 06:50:00 PM,7.619,,
35,02/19/23 07:00:00 PM,7.619,,
36,02/19/23 07:10:00 PM,7.619,,
37,02/19/23 07:20:00 PM,7.619,,
38,02/19/23 07:30:00 PM,7.594,,
39,02/19/23 07:40:00 PM,7.619,,
40,02/19/23 07:50:00 PM,7.619,,
41,02/19/23 08:00:00 PM,7.619,,
42,02/19/23 08:10:00 PM,7.619,,
43,02/19/23 08:20:00 PM,7.619,,
44,02/19/23 08:30:00 PM,7.619,,
45,02/19/23 08:40:00 PM,7.619,,
46,02/19/23 08:50:00 PM,7.619,,
47,02/19/23 09:00:00 PM,7.619,,
48,02/19/23 09:10:00 PM,7.619,,
49,02/19/23 09:20:00 PM,7.619,,
50,02/19/23 09:30:00 PM,7.619,,
51,02/19/23 09:40:00 PM,7.619,,
52,02/19/23 09:50:00 PM,7.619,,
53,02/19/23 10:00:00 PM,7.594,,
54,02/19/23 10:10:00 PM,7.594,,
55,02/19/23 10:20:00 PM,7.594,,
56,02/19/23 10:30:00 PM,7.594,,
57,02/19/23 10:40:00 PM,7.594,,
58,02/19/23 10:50:00 PM,7.569,,
59,02/19/23 11:00:00 PM,7.569,,
60,02/19/23 11:10:00 PM,7.594,,
61,02/19/23 11:20:00 PM,7.594,,
62,02/19/23 11:30:00 PM,7.569,,
63,02/19/23 11:40:00 PM,7.594,,
64,02/19/23 11:50:00 PM,7.594,,
65,02/20/23 12:00:00 AM,7.594,,
66,02/20/23 12:10:00 AM,7.594,,
67,02/20/23 12:20:00 AM,7.594,,
68,02/20/23 12:30:00 AM,7.594,,
69,02/20/23 12:40:00 AM,7.594,,
70,02/20/23 12:50:00 AM,7.594,,
71,02/20/23 01:00:00 AM,7.594,,
72,02/20/23 01:10:00 AM,7.594,,
73,02/20/23 01:20:00 AM,7.594,,
74,02/20/23 01:30:00 AM,7.594,,
75,02/20/23 01:40:00 AM,7.594,,
76,02/20/23 01:50:00 AM,7.594,,
77,02/20/23 02:00:00 AM,7.594,,
