"Plot Title: 20187022"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20187022, SEN S/N: 20187022, LBL: Pruth06)","Coupler Detached (LGR S/N: 20187022, SEN S/N: 20187022)","End Of File (LGR S/N: 20187022, SEN S/N: 20187022)"
1,02/19/23 01:20:00 PM,12.871,Logged,
2,02/19/23 01:30:00 PM,13.594,,
3,02/19/23 01:40:00 PM,14.146,,
4,02/19/23 01:50:00 PM,12.606,,
5,02/19/23 02:00:00 PM,7.670,,
6,02/19/23 02:10:00 PM,7.569,,
7,02/19/23 02:20:00 PM,7.569,,
8,02/19/23 02:30:00 PM,7.569,,
9,02/19/23 02:40:00 PM,7.569,,
10,02/19/23 02:50:00 PM,7.569,,
11,02/19/23 03:00:00 PM,7.569,,
12,02/19/23 03:10:00 PM,7.569,,
13,02/19/23 03:20:00 PM,7.569,,
14,02/19/23 03:30:00 PM,7.569,,
15,02/19/23 03:40:00 PM,7.569,,
16,02/19/23 03:50:00 PM,7.569,,
17,02/19/23 04:00:00 PM,7.569,,
18,02/19/23 04:10:00 PM,7.569,,
19,02/19/23 04:20:00 PM,7.569,,
20,02/19/23 04:30:00 PM,7.569,,
21,02/19/23 04:40:00 PM,7.544,,
22,02/19/23 04:50:00 PM,7.544,,
23,02/19/23 05:00:00 PM,7.544,,
24,02/19/23 05:10:00 PM,7.569,,
25,02/19/23 05:20:00 PM,7.544,,
26,02/19/23 05:30:00 PM,7.544,,
27,02/19/23 05:40:00 PM,7.544,,
28,02/19/23 05:50:00 PM,7.544,,
29,02/19/23 06:00:00 PM,7.569,,
30,02/19/23 06:10:00 PM,7.569,,
31,02/19/23 06:20:00 PM,7.569,,
32,02/19/23 06:30:00 PM,7.569,,
33,02/19/23 06:40:00 PM,7.569,,
34,02/19/23 06:50:00 PM,7.569,,
35,02/19/23 07:00:00 PM,7.569,,
36,02/19/23 07:10:00 PM,7.569,,
37,02/19/23 07:20:00 PM,7.544,,
38,02/19/23 07:30:00 PM,7.544,,
39,02/19/23 07:40:00 PM,7.544,,
40,02/19/23 07:50:00 PM,7.569,,
41,02/19/23 08:00:00 PM,7.569,,
42,02/19/23 08:10:00 PM,7.569,,
43,02/19/23 08:20:00 PM,7.569,,
44,02/19/23 08:30:00 PM,7.569,,
45,02/19/23 08:40:00 PM,7.569,,
46,02/19/23 08:50:00 PM,7.569,,
47,02/19/23 09:00:00 PM,7.569,,
48,02/19/23 09:10:00 PM,7.569,,
49,02/19/23 09:20:00 PM,7.594,,
50,02/19/23 09:30:00 PM,7.594,,
51,02/19/23 09:40:00 PM,7.594,,
52,02/19/23 09:50:00 PM,7.569,,
53,02/19/23 10:00:00 PM,7.569,,
54,02/19/23 10:10:00 PM,7.544,,
55,02/19/23 10:20:00 PM,7.569,,
56,02/19/23 10:30:00 PM,7.569,,
57,02/19/23 10:40:00 PM,7.569,,
58,02/19/23 10:50:00 PM,7.544,,
59,02/19/23 11:00:00 PM,7.544,,
60,02/19/23 11:10:00 PM,7.569,,
61,02/19/23 11:20:00 PM,7.569,,
62,02/19/23 11:30:00 PM,7.569,,
